C/NO-1 (dB-Hz),PR-1 (m),Elevation-1 (deg),output-1
47.846489,38480995.61,32.099392,LOS
47.760685,38481035.72,32.098995,LOS
47.701385,38481076.08,32.098595,LOS
47.35857,38481111.32,32.098206,LOS
47.261162,38481151.76,32.097813,LOS
46.89819,38481192.35,32.097416,LOS
46.459637,38481232.75,32.097019,LOS
46.261993,38481273.16,32.096622,LOS
46.003368,38481308.4,32.09623,LOS
45.396873,38481348.58,32.095837,LOS
45.313526,38481389.06,32.09544,LOS
45.503773,38481429.59,32.095047,LOS
45.949512,38481469.84,32.09465,LOS
46.368378,38481504.7,32.094257,LOS
46.955311,38481545.32,32.093864,LOS
47.358669,38481585.53,32.093475,LOS
47.738777,38481625.86,32.093075,LOS
47.731579,38481665.96,32.092678,LOS
48.257477,38481700.68,32.092293,LOS
48.148941,38481740.88,32.0919,LOS
47.500248,38481780.92,32.091515,LOS
46.799267,38481821.06,32.09111,LOS
46.228294,38481861.32,32.090721,LOS
47.053284,38481901.48,32.090324,LOS
47.615704,38481936.61,32.089939,LOS
47.527939,38481977.04,32.089546,LOS
46.761761,38482017.46,32.089157,LOS
45.884445,38482058.02,32.08876,LOS
45.75399,38482092.85,32.088371,LOS
46.183319,38482133.26,32.087978,LOS
45.857033,38482173.52,32.087582,LOS
45.491222,38482213.66,32.087193,LOS
44.752754,38482248.58,32.086807,LOS
44.809509,38482288.55,32.086418,LOS
45.703968,38482328.78,32.086025,LOS
46.025124,38482368.74,32.085632,LOS
46.142624,38482408.84,32.085236,LOS
46.510483,38482443.72,32.084854,LOS
46.327957,38482484.15,32.084461,LOS
46.727921,38482524.48,32.084072,LOS
47.2458,38482564.55,32.083675,LOS
47.412197,38482599.35,32.08329,LOS
47.795723,38482639.45,32.082905,LOS
47.565277,38482679.21,32.082516,LOS
47.928654,38482719.37,32.082127,LOS
47.911697,38482758.9,32.081734,LOS
47.38414,38482793.45,32.081345,LOS
47.42944,38482833.16,32.080959,LOS
46.858143,38482873.39,32.08057,LOS
46.289841,38482913.04,32.080185,LOS
45.882221,38482953.23,32.079796,LOS
45.799343,38482987.87,32.079403,LOS
45.587727,38483027.86,32.079014,LOS
45.933865,38483067.95,32.078625,LOS
46.520267,38483107.88,32.078239,LOS
46.74839,38483147.69,32.07785,LOS
47.473179,38483181.86,32.077461,LOS
47.736713,38483221.67,32.077076,LOS
47.495651,38483261.43,32.076687,LOS
47.96059,38483300.99,32.076305,LOS
48.411297,38483340.54,32.075912,LOS
48.188793,38483375.13,32.075523,LOS
48.685947,38483414.8,32.075142,LOS
48.62289,38483454.78,32.074757,LOS
48.444405,38483494.58,32.074368,LOS
48.273411,38483529.12,32.07399,LOS
48.594982,38483568.72,32.073605,LOS
48.566475,38483608.4,32.073212,LOS
48.313602,38483648.06,32.072826,LOS
48.045235,38483687.89,32.072437,LOS
47.819931,38483722.15,32.072052,LOS
47.574615,38483761.9,32.071674,LOS
47.964954,38483801.53,32.071289,LOS
47.723057,38483840.94,32.070904,LOS
47.744511,38483880.25,32.070518,LOS
47.106846,38483914.47,32.070137,LOS
47.600925,38483954.42,32.069752,LOS
47.800556,38483993.45,32.069366,LOS
47.878532,38484033.1,32.068989,LOS
47.790329,38484072.73,32.068607,LOS
48.197716,38484107.04,32.068222,LOS
48.710236,38484146.84,32.067841,LOS
48.156429,38484186.46,32.067451,LOS
47.649601,38484225.92,32.067062,LOS
47.597576,38484260.14,32.066689,LOS
47.044945,38484299.58,32.066303,LOS
47.359261,38484339.02,32.065918,LOS
46.690323,38484378.43,32.06554,LOS
46.971252,38484418.37,32.065159,LOS
46.528473,38484452.74,32.064781,LOS
46.228714,38484492.36,32.064396,LOS
45.784424,38484531.64,32.064018,LOS
46.52536,38484571.22,32.063633,LOS
46.642117,38484605.35,32.063244,LOS
47.601238,38484644.57,32.062866,LOS
48.071869,38484684.06,32.062481,LOS
48.244747,38484723.39,32.062099,LOS
48.458126,38484757.11,32.061726,LOS
48.106209,38484796.57,32.061344,LOS
47.33633,38484835.89,32.060963,LOS
46.168949,38484874.71,32.060581,LOS
45.639069,38484913.71,32.0602,LOS
45.513588,38484947.5,32.059818,LOS
45.353569,38484986.52,32.059444,LOS
45.596821,38485025.85,32.059059,LOS
45.790222,38485064.59,32.058681,LOS
45.947422,38485103.71,32.0583,LOS
46.121746,38485142.99,32.057922,LOS
46.312443,38485176.96,32.057545,LOS
45.756134,38485215.99,32.057167,LOS
45.730045,38485255.12,32.056782,LOS
45.587593,38485294.27,32.056408,LOS
45.788151,38485333.2,32.056023,LOS
46.162163,38485367.19,32.055656,LOS
46.56942,38485405.99,32.055267,LOS
46.720715,38485445.51,32.05489,LOS
47.30497,38485484.22,32.054512,LOS
47.756729,38485517.57,32.054138,LOS
48.330502,38485556.75,32.053761,LOS
47.965515,38485595.63,32.053383,LOS
47.736126,38485634.66,32.053005,LOS
47.161335,38485673.76,32.052628,LOS
47.216206,38485707.25,32.05225,LOS
46.594376,38485746.03,32.051872,LOS
46.455322,38485784.93,32.051498,LOS
45.81403,38485823.83,32.051121,LOS
45.763298,38485862.46,32.050743,LOS
46.524235,38485901.23,32.050362,LOS
46.991039,38485934.69,32.049995,LOS
46.442421,38485973.33,32.049618,LOS
47.105801,38486012.41,32.04924,LOS
46.631855,38486051.26,32.048862,LOS
46.323513,38486084.92,32.048485,LOS
45.577538,38486123.63,32.048119,LOS
45.41209,38486162.27,32.047737,LOS
45.140553,38486200.95,32.047367,LOS
44.915474,38486239.94,32.046989,LOS
45.274414,38486273.39,32.046619,LOS
45.738201,38486312.02,32.046238,LOS
46.49057,38486350.88,32.045868,LOS
46.847691,38486389.45,32.045498,LOS
46.968182,38486427.94,32.045124,LOS
47.377907,38486466.79,32.04475,LOS
47.039093,38486500.04,32.044376,LOS
47.680294,38486539.05,32.044003,LOS
47.811539,38486577.76,32.043625,LOS
47.869865,38486616.49,32.043251,LOS
48.021954,38486650.05,32.042885,LOS
47.446274,38486688.91,32.042507,LOS
47.52914,38486727.75,32.04213,LOS
47.731873,38486766.27,32.041763,LOS
47.308765,38486799.49,32.041389,LOS
47.132919,38486838.08,32.041019,LOS
46.544498,38486876.8,32.040642,LOS
46.855389,38486915.42,32.040272,LOS
46.597179,38486954.11,32.039898,LOS
46.087109,38486987.35,32.039524,LOS
46.258575,38487026.15,32.039154,LOS
46.088856,38487064.64,32.038788,LOS
45.856167,38487103.07,32.038414,LOS
45.945076,38487136.18,32.038052,LOS
46.333431,38487174.37,32.03767,LOS
46.476212,38487212.97,32.0373,LOS
46.393459,38487251.28,32.03693,LOS
46.494251,38487289.5,32.036564,LOS
46.208549,38487322.89,32.03619,LOS
46.888222,38487361.43,32.035816,LOS
46.939674,38487400.0,32.035446,LOS
47.251442,38487438.31,32.035076,LOS
46.819839,38487471.27,32.034706,LOS
47.462917,38487509.94,32.034336,LOS
47.863529,38487548.34,32.033966,LOS
47.991394,38487586.67,32.033596,LOS
47.297169,38487624.89,32.033226,LOS
46.569378,38487657.83,32.03286,LOS
45.932194,38487696.23,32.032486,LOS
45.341354,38487734.5,32.032124,LOS
45.562958,38487772.61,32.031754,LOS
45.536774,38487810.76,32.031384,LOS
45.342731,38487843.77,32.031017,LOS
45.078968,38487882.1,32.030655,LOS
45.070988,38487920.15,32.030285,LOS
45.359783,38487958.62,32.029919,LOS
45.697918,38487991.71,32.029545,LOS
45.746979,38488030.18,32.029175,LOS
45.828148,38488068.11,32.028816,LOS
46.34774,38488106.54,32.02845,LOS
46.754154,38488139.38,32.02808,LOS
47.251369,38488177.62,32.02771,LOS
48.086777,38488215.89,32.027351,LOS
48.724735,38488253.94,32.026978,LOS
48.407471,38488291.91,32.026611,LOS
48.426571,38488324.81,32.026249,LOS
48.643887,38488363.14,32.025883,LOS
48.828819,38488401.17,32.025517,LOS
48.599003,38488439.32,32.025146,LOS
48.39629,38488472.02,32.024784,LOS
48.702888,38488510.22,32.024422,LOS
48.594688,38488548.34,32.024063,LOS
48.447575,38488586.44,32.023693,LOS
48.370129,38488618.86,32.023331,LOS
48.409897,38488657.03,32.022968,LOS
48.15987,38488695.3,32.02261,LOS
48.072212,38488732.84,32.02224,LOS
48.19899,38488770.86,32.021873,LOS
48.075592,38488803.46,32.021519,LOS
47.685184,38488841.49,32.021152,LOS
47.467224,38488879.24,32.020786,LOS
47.148609,38488917.45,32.020424,LOS
46.501961,38488955.58,32.020061,LOS
46.612804,38488988.11,32.019695,LOS
46.157722,38489025.83,32.019337,LOS
46.073242,38489063.58,32.018978,LOS
45.418274,38489101.43,32.018608,LOS
44.883789,38489134.11,32.018246,LOS
45.469028,38489171.7,32.017883,LOS
46.126129,38489209.57,32.017521,LOS
46.687012,38489247.16,32.017159,LOS
46.787064,38489284.58,32.016792,LOS
46.454937,38489317.34,32.016438,LOS
46.473217,38489355.12,32.016071,LOS
46.490326,38489392.68,32.015705,LOS
46.544991,38489430.53,32.01535,LOS
46.366398,38489463.19,32.014988,LOS
45.886063,38489500.91,32.014622,LOS
45.234756,38489538.17,32.014263,LOS
45.226982,38489575.94,32.013908,LOS
46.128361,38489607.94,32.013546,LOS
46.304676,38489645.79,32.01318,LOS
46.795334,38489683.36,32.012814,LOS
47.084305,38489721.1,32.012459,LOS
47.38855,38489759.08,32.0121,LOS
47.637436,38489791.17,32.011734,LOS
47.734146,38489828.85,32.011387,LOS
47.641548,38489866.37,32.011017,LOS
47.879776,38489903.81,32.010666,LOS
47.653751,38489936.38,32.010296,LOS
47.860416,38489973.94,32.009941,LOS
47.23209,38490011.4,32.009583,LOS
47.350826,38490048.84,32.00922,LOS
47.423244,38490086.37,32.008869,LOS
47.641129,38490118.84,32.008507,LOS
47.732887,38490156.43,32.008152,LOS
47.178684,38490193.76,32.007793,LOS
47.12114,38490231.11,32.007435,LOS
46.675064,38490263.07,32.007072,LOS
46.154984,38490300.61,32.006714,LOS
46.224865,38490337.89,32.006351,LOS
45.890491,38490375.15,32.005997,LOS
46.065315,38490407.05,32.005638,LOS
46.14959,38490444.14,32.005291,LOS
46.734543,38490481.45,32.004932,LOS
47.484249,38490518.39,32.004578,LOS
47.36808,38490555.92,32.004215,LOS
48.194542,38490592.94,32.00386,LOS
47.766365,38490624.96,32.00351,LOS
48.155224,38490662.18,32.003151,LOS
48.318443,38490699.34,32.002796,LOS
48.442307,38490736.32,32.002438,LOS
48.365322,38490768.04,32.002083,LOS
48.245255,38490805.22,32.001728,LOS
48.195076,38490842.61,32.001369,LOS
48.202374,38490879.79,32.001015,LOS
47.72044,38490916.64,32.00066,LOS
48.468609,38490948.4,32.000309,LOS
47.960926,38490985.95,31.999952,LOS
47.742233,38491022.93,31.999598,LOS
46.669651,38491060.0,31.999239,LOS
46.33353,38491096.8,31.998886,LOS
47.372646,38491128.29,31.998528,LOS
47.824024,38491165.04,31.998182,LOS
47.812355,38491202.07,31.997831,LOS
48.015255,38491238.89,31.997475,LOS
48.159103,38491275.87,31.997118,LOS
47.385155,38491307.43,31.996767,LOS
47.329109,38491344.45,31.996412,LOS
46.751678,38491381.7,31.996052,LOS
46.506344,38491419.03,31.995707,LOS
45.791321,38491456.17,31.995356,LOS
45.290012,38491487.78,31.995001,LOS
45.416553,38491524.91,31.994652,LOS
45.459309,38491561.83,31.994297,LOS
45.440834,38491598.68,31.993942,LOS
45.328201,38491630.4,31.993591,LOS
46.190235,38491667.37,31.993242,LOS
46.725548,38491703.99,31.992886,LOS
47.045769,38491740.88,31.992538,LOS
47.481064,38491772.32,31.992186,LOS
47.191353,38491809.17,31.991831,LOS
46.416885,38491846.02,31.991482,LOS
45.982773,38491882.92,31.991135,LOS
45.800602,38491919.56,31.990786,LOS
45.663914,38491950.7,31.990431,LOS
45.062386,38491987.59,31.990078,LOS
44.811901,38492024.34,31.989731,LOS
44.36364,38492061.09,31.989376,MP
44.912464,38492097.64,31.989031,LOS
44.928127,38492128.48,31.98868,LOS
45.395725,38492164.79,31.988329,LOS
45.47015,38492201.37,31.987982,LOS
46.361538,38492237.96,31.987637,LOS
46.851425,38492274.66,31.987288,LOS
47.044945,38492311.11,31.986933,LOS
47.488098,38492342.07,31.986582,LOS
47.498138,38492378.48,31.98624,LOS
47.876514,38492414.69,31.985891,LOS
48.008823,38492451.45,31.985537,LOS
47.992413,38492487.76,31.985195,LOS
48.607677,38492518.8,31.984846,LOS
48.246338,38492555.29,31.984505,LOS
47.992046,38492591.64,31.984156,LOS
48.02438,38492627.98,31.983803,LOS
48.780327,38492664.56,31.983454,LOS
48.550522,38492695.58,31.983101,LOS
48.572342,38492731.97,31.982763,LOS
48.273804,38492768.25,31.982416,LOS
47.809063,38492804.8,31.982073,LOS
47.587933,38492840.88,31.981722,LOS
47.137184,38492872.09,31.981377,LOS
46.647243,38492908.36,31.981024,LOS
46.176472,38492944.61,31.980684,LOS
46.210323,38492980.8,31.980335,LOS
45.70496,38493017.1,31.97999,LOS
46.241219,38493052.88,31.979643,LOS
46.631207,38493084.11,31.9793,LOS
46.590427,38493120.51,31.978956,LOS
46.297794,38493156.82,31.978611,LOS
46.447609,38493193.06,31.978266,LOS
46.279705,38493229.73,31.977921,LOS
45.915348,38493260.85,31.977573,LOS
45.384979,38493297.22,31.977232,LOS
45.902512,38493333.31,31.976887,LOS
46.212444,38493364.58,31.976543,LOS
46.652355,38493400.65,31.976196,LOS
46.878895,38493436.81,31.975855,LOS
47.577351,38493473.14,31.975513,LOS
47.916904,38493509.37,31.975164,LOS
48.158604,38493539.92,31.974819,LOS
48.097557,38493575.92,31.97448,LOS
47.943569,38493612.19,31.974134,LOS
48.670586,38493648.73,31.973795,LOS
48.175903,38493679.34,31.973455,LOS
48.10836,38493715.4,31.97311,LOS
48.157459,38493751.62,31.972771,LOS
48.111969,38493787.84,31.972425,LOS
47.915459,38493823.66,31.97208,LOS
47.59454,38493854.31,31.971741,LOS
47.115795,38493890.7,31.971397,LOS
46.500782,38493926.47,31.971058,LOS
46.37788,38493962.56,31.970709,LOS
45.72604,38493998.32,31.970371,LOS
45.351208,38494028.99,31.970028,LOS
45.788445,38494065.16,31.969683,LOS
46.25769,38494101.07,31.969345,LOS
47.030296,38494136.75,31.969007,LOS
47.540352,38494172.78,31.968666,LOS
47.456596,38494203.41,31.968327,LOS
47.755978,38494239.23,31.967985,LOS
47.998737,38494275.42,31.967653,LOS
47.747086,38494311.44,31.967306,LOS
47.622089,38494341.92,31.966972,LOS
47.403637,38494377.7,31.966631,LOS
46.802727,38494413.64,31.966286,LOS
46.414448,38494449.75,31.96595,LOS
45.489769,38494485.44,31.965611,LOS
44.867718,38494515.44,31.965275,LOS
44.028538,38494551.49,31.964931,MP
43.30481,38494587.32,31.964596,MP
43.65123,38494623.34,31.964251,MP
44.202969,38494653.03,31.963915,MP
44.186901,38494688.81,31.963577,MP
44.620235,38494724.03,31.96324,LOS
44.922466,38494759.75,31.9629,LOS
45.665611,38494795.57,31.962555,LOS
46.666397,38494831.39,31.962225,LOS
47.502407,38494861.48,31.961891,LOS
47.153851,38494897.11,31.961546,LOS
47.555317,38494932.66,31.961208,LOS
47.662403,38494968.42,31.960873,LOS
47.061481,38495003.99,31.960537,LOS
46.804665,38495034.35,31.960199,LOS
46.562626,38495069.93,31.959869,LOS
45.997803,38495105.69,31.959524,LOS
45.567703,38495140.97,31.95919,LOS
44.968666,38495171.35,31.958857,LOS
45.446747,38495206.77,31.958519,LOS
46.114929,38495242.17,31.958181,LOS
47.043522,38495277.54,31.957848,LOS
46.484825,38495313.03,31.95751,LOS
45.746151,38495343.18,31.957182,LOS
45.684025,38495378.9,31.956839,LOS
46.282345,38495414.25,31.956509,LOS
46.916897,38495449.57,31.956165,LOS
47.642937,38495484.65,31.955835,LOS
47.943569,38495514.51,31.955503,LOS
47.936733,38495549.72,31.955166,LOS
47.911476,38495585.25,31.95483,LOS
47.549458,38495620.4,31.954491,LOS
47.291588,38495655.43,31.954163,LOS
47.654461,38495685.24,31.953827,LOS
47.207535,38495720.69,31.953485,LOS
47.393955,38495755.8,31.953165,LOS
47.085716,38495791.36,31.952837,LOS
46.534416,38495826.6,31.952499,LOS
45.858303,38495856.47,31.952164,LOS
45.354202,38495891.58,31.951834,LOS
44.912235,38495926.8,31.951506,LOS
44.454407,38495961.71,31.951174,MP
44.858032,38495997.19,31.95084,LOS
45.002674,38496027.34,31.950506,LOS
45.756931,38496062.18,31.950171,LOS
46.219101,38496097.62,31.949841,LOS
47.134209,38496132.6,31.949505,LOS
47.157192,38496162.46,31.949184,LOS
47.978691,38496197.5,31.948845,LOS
47.586327,38496232.84,31.948517,LOS
47.423668,38496268.08,31.948183,LOS
47.031166,38496303.25,31.947851,LOS
47.06353,38496333.21,31.947521,LOS
47.071308,38496367.93,31.947193,LOS
46.831169,38496402.81,31.946867,LOS
46.628799,38496437.61,31.946537,LOS
46.805424,38496472.7,31.946205,LOS
46.981972,38496502.24,31.945877,LOS
47.265671,38496537.1,31.945539,LOS
47.34177,38496571.95,31.945211,LOS
47.351933,38496607.32,31.944883,LOS
47.482075,38496641.93,31.944553,LOS
46.843887,38496671.55,31.94422,LOS
46.621037,38496706.61,31.943893,LOS
46.754715,38496741.45,31.943571,LOS
46.171638,38496776.31,31.943237,LOS
45.712971,38496811.22,31.942907,LOS
45.522255,38496840.77,31.942579,LOS
45.784615,38496875.83,31.942245,LOS
46.107346,38496910.57,31.941917,LOS
46.087982,38496945.12,31.941591,LOS
45.828289,38496980.27,31.941263,LOS
45.619106,38497010.01,31.940931,LOS
45.274246,38497044.68,31.940611,LOS
45.008419,38497079.73,31.940287,LOS
45.76503,38497114.63,31.939959,LOS
46.184746,38497144.13,31.939629,LOS
46.772255,38497178.57,31.939302,LOS
46.966919,38497213.12,31.938974,LOS
46.979778,38497248.44,31.938646,LOS
46.828259,38497277.84,31.938324,LOS
46.443386,38497312.54,31.937992,LOS
46.067188,38497347.47,31.937668,LOS
46.275402,38497382.2,31.937336,LOS
46.267834,38497416.93,31.937016,LOS
46.15744,38497446.56,31.936687,LOS
45.958904,38497480.8,31.936361,LOS
46.035698,38497515.38,31.936033,LOS
46.09079,38497549.8,31.935705,LOS
45.947891,38497579.18,31.935385,LOS
45.923431,38497613.78,31.935062,LOS
46.0653,38497648.47,31.934744,LOS
46.240585,38497682.87,31.934416,LOS
46.428955,38497717.63,31.934088,LOS
46.649914,38497747.06,31.933771,LOS
46.650398,38497781.9,31.933443,LOS
46.823753,38497816.35,31.933119,LOS
46.140724,38497851.06,31.932796,LOS
46.132378,38497880.49,31.932468,LOS
45.559494,38497914.73,31.932148,LOS
45.062119,38497949.07,31.931818,LOS
44.678707,38497984.47,31.931501,LOS
44.341316,38498013.34,31.931175,MP
45.040203,38498047.95,31.930859,LOS
45.771309,38498082.14,31.930536,LOS
46.26416,38498117.03,31.930208,LOS
46.490288,38498146.08,31.929884,LOS
46.617126,38498180.57,31.929569,LOS
47.272182,38498215.43,31.929241,LOS
47.796051,38498249.78,31.928926,LOS
47.573246,38498278.86,31.9286,LOS
46.826637,38498313.59,31.928288,LOS
46.066521,38498347.9,31.927961,LOS
45.258778,38498382.19,31.927641,LOS
44.654388,38498411.2,31.927322,LOS
44.503445,38498445.48,31.926994,LOS
44.816597,38498480.02,31.926682,LOS
45.019135,38498514.31,31.926355,LOS
45.448574,38498548.56,31.926033,LOS
45.716312,38498577.7,31.925711,LOS
46.435593,38498611.88,31.92539,LOS
47.049561,38498646.15,31.925076,LOS
46.751724,38498680.34,31.924751,LOS
46.255623,38498709.01,31.924429,LOS
45.75444,38498743.39,31.924112,LOS
45.704567,38498777.9,31.923794,LOS
46.377937,38498812.29,31.923473,LOS
46.761436,38498841.06,31.923155,LOS
46.890442,38498875.06,31.922834,LOS
47.471134,38498909.34,31.92252,LOS
47.223602,38498943.49,31.922201,LOS
46.769184,38498977.74,31.921881,LOS
47.002487,38499006.45,31.921558,LOS
46.873169,38499040.79,31.921242,LOS
47.403091,38499074.87,31.920927,LOS
46.716316,38499109.03,31.920609,LOS
46.129208,38499137.8,31.920292,LOS
45.800827,38499171.92,31.91997,LOS
45.160835,38499205.94,31.919653,LOS
44.804413,38499239.9,31.919346,LOS
44.330528,38499268.65,31.919022,MP
43.999527,38499302.41,31.918699,MP
44.236309,38499336.48,31.918386,MP
44.683445,38499370.57,31.918076,LOS
44.59626,38499399.02,31.917757,LOS
44.527622,38499433.33,31.917439,LOS
44.449818,38499466.95,31.917124,MP
44.169865,38499500.8,31.916805,MP
44.959946,38499534.72,31.916492,LOS
45.218685,38499563.33,31.916176,LOS
45.855885,38499597.15,31.915855,LOS
46.22337,38499631.11,31.915543,LOS
46.822266,38499664.76,31.915226,LOS
47.023048,38499698.68,31.914913,LOS
47.542274,38499727.28,31.914604,LOS
46.928383,38499761.09,31.914286,LOS
47.083008,38499794.99,31.913973,LOS
46.930935,38499823.47,31.91366,LOS
46.202023,38499857.55,31.913349,LOS
45.746151,38499891.21,31.913031,LOS
45.926319,38499924.97,31.91271,LOS
46.442619,38499958.64,31.912399,LOS
47.055103,38499986.6,31.912081,LOS
46.828213,38500020.37,31.91177,LOS
46.687988,38500053.98,31.911457,LOS
45.686493,38500087.59,31.911146,LOS
45.712318,38500121.22,31.910828,LOS
45.753471,38500149.91,31.910517,LOS
45.99633,38500183.67,31.910206,LOS
46.038971,38500217.2,31.909895,LOS
46.594498,38500250.75,31.909588,LOS
47.114605,38500279.35,31.909271,LOS
47.364113,38500313.14,31.90896,LOS
47.780994,38500346.52,31.908646,LOS
47.620579,38500379.91,31.908339,LOS
47.54612,38500408.19,31.908031,LOS
47.592129,38500441.6,31.907713,LOS
47.616459,38500474.99,31.9074,LOS
47.406025,38500508.41,31.907089,LOS
47.121162,38500541.83,31.906778,LOS
47.048527,38500570.06,31.906467,LOS
46.756824,38500603.36,31.906157,LOS
46.316154,38500636.75,31.905838,LOS
46.517281,38500670.05,31.905535,LOS
47.076946,38500697.82,31.90522,LOS
47.069782,38500731.01,31.904909,LOS
47.053581,38500764.62,31.904602,LOS
46.464966,38500797.94,31.904291,LOS
46.378433,38500831.28,31.903984,LOS
46.166245,38500858.94,31.903673,LOS
45.529804,38500892.21,31.903358,LOS
45.617645,38500925.47,31.903055,LOS
45.875843,38500958.72,31.902748,LOS
46.405148,38500991.89,31.902437,LOS
47.09346,38501019.78,31.90213,LOS
46.897545,38501052.97,31.901819,LOS
47.344467,38501086.33,31.901508,LOS
46.975998,38501119.63,31.901201,LOS
46.346695,38501147.3,31.900898,LOS
46.423744,38501180.68,31.900587,LOS
47.003941,38501213.56,31.900282,LOS
47.242031,38501246.68,31.899975,LOS
47.223316,38501280.12,31.899664,LOS
47.241722,38501307.9,31.899361,LOS
46.982903,38501340.88,31.899046,LOS
46.445679,38501374.13,31.898741,LOS
47.045082,38501406.98,31.898436,LOS
46.063023,38501440.08,31.898125,LOS
46.423706,38501467.8,31.897823,LOS
47.580788,38501501.03,31.89752,LOS
47.756298,38501534.19,31.897209,LOS
47.958477,38501567.29,31.896908,LOS
48.025379,38501594.7,31.896595,LOS
47.714577,38501627.54,31.896292,LOS
46.954121,38501660.56,31.895985,LOS
45.852245,38501693.7,31.895687,LOS
45.021534,38501721.37,31.89538,LOS
45.157524,38501754.16,31.895075,LOS
44.789261,38501787.05,31.894764,LOS
44.758587,38501819.93,31.894463,LOS
44.835476,38501852.46,31.894161,LOS
44.672195,38501879.91,31.893856,LOS
44.3419,38501912.34,31.893547,MP
44.878525,38501945.0,31.893244,LOS
44.864738,38501977.57,31.892941,LOS
45.10054,38502010.2,31.892639,LOS
45.350277,38502042.86,31.892342,LOS
45.425991,38502070.16,31.892033,LOS
46.172527,38502103.14,31.891731,LOS
46.653259,38502135.6,31.89143,LOS
47.182114,38502167.98,31.891123,LOS
47.461002,38502200.97,31.890821,LOS
47.629326,38502228.64,31.890511,LOS
47.81546,38502261.52,31.890223,LOS
47.947918,38502293.8,31.889921,LOS
47.464653,38502326.75,31.889612,LOS
46.686928,38502359.5,31.889315,LOS
46.426971,38502386.94,31.889006,LOS
45.711617,38502419.62,31.888704,LOS
44.853737,38502452.35,31.888403,LOS
44.538197,38502484.65,31.888105,LOS
44.221455,38502511.81,31.887804,MP
44.134155,38502544.43,31.887501,MP
44.317841,38502577.42,31.887203,MP
44.763062,38502609.75,31.886902,LOS
45.017262,38502642.53,31.886599,LOS
45.68573,38502669.69,31.886293,LOS
46.09161,38502702.61,31.885994,LOS
47.29166,38502735.12,31.885696,LOS
47.519619,38502767.59,31.885391,LOS
48.453663,38502794.79,31.885088,LOS
48.087124,38502827.41,31.884794,LOS
48.054276,38502860.22,31.884493,LOS
47.500832,38502892.93,31.884197,LOS
47.378601,38502920.04,31.883888,LOS
46.854198,38502952.74,31.883602,LOS
45.447315,38502984.89,31.883297,LOS
45.664898,38503017.42,31.883005,LOS
45.926678,38503044.76,31.882704,LOS
46.059658,38503077.58,31.882404,LOS
46.022793,38503109.94,31.882105,LOS
46.181629,38503142.6,31.881804,LOS
46.243412,38503169.76,31.881506,LOS
46.735485,38503202.09,31.881205,LOS
47.007469,38503234.92,31.880911,LOS
46.634331,38503267.46,31.880617,LOS
46.60051,38503294.31,31.880314,LOS
46.561676,38503326.66,31.880018,LOS
46.167816,38503359.07,31.879725,LOS
46.201622,38503391.59,31.879423,LOS
47.412846,38503418.49,31.879133,LOS
47.42469,38503451.03,31.878828,LOS
47.766556,38503483.01,31.878538,LOS
47.894421,38503515.17,31.878239,LOS
47.266514,38503542.5,31.877941,LOS
47.264393,38503574.9,31.87764,LOS
47.465134,38503607.37,31.877354,LOS
47.407642,38503639.5,31.877058,LOS
47.202465,38503666.64,31.876764,LOS
47.371288,38503699.07,31.876471,LOS
47.170769,38503731.39,31.876171,LOS
46.791882,38503763.77,31.875875,LOS
46.830688,38503790.43,31.875578,LOS
46.717808,38503822.67,31.875284,LOS
47.338631,38503854.83,31.874992,LOS
47.290787,38503887.05,31.874693,LOS
47.568138,38503913.61,31.874403,LOS
48.084347,38503946.04,31.874109,LOS
48.153606,38503978.04,31.873816,LOS
48.112171,38504010.04,31.87352,LOS
48.40654,38504036.81,31.873226,LOS
48.287312,38504068.99,31.872934,LOS
48.353664,38504100.94,31.872644,LOS
47.826481,38504133.2,31.872343,LOS
47.880577,38504160.02,31.872053,LOS
48.237915,38504192.1,31.871759,LOS
47.757267,38504223.78,31.871468,LOS
47.567646,38504255.59,31.871176,LOS
47.288776,38504282.06,31.87089,LOS
47.083168,38504314.05,31.870592,LOS
47.046043,38504345.65,31.870298,LOS
46.859882,38504377.36,31.870008,LOS
46.431377,38504408.93,31.869719,LOS
46.181629,38504435.72,31.869425,LOS
46.211624,38504467.26,31.869133,LOS
46.04335,38504498.96,31.868845,LOS
45.638142,38504530.57,31.868553,LOS
45.683975,38504562.25,31.868267,LOS
45.234852,38504588.48,31.867975,LOS
45.314106,38504620.16,31.867685,LOS
46.003242,38504651.97,31.867392,LOS
46.137978,38504683.44,31.867098,LOS
46.362015,38504715.04,31.866806,LOS
46.248032,38504741.47,31.866512,LOS
46.5163,38504772.96,31.866232,LOS
46.261009,38504803.95,31.865932,LOS
46.637684,38504835.4,31.865646,LOS
46.439667,38504867.03,31.865356,LOS
46.112446,38504893.07,31.865065,LOS
45.925297,38504924.66,31.864777,LOS
46.104057,38504956.46,31.864494,LOS
46.028149,38504987.61,31.864206,LOS
47.228859,38505019.22,31.863907,LOS
47.237621,38505045.32,31.863619,LOS
47.727036,38505077.01,31.863331,LOS
47.502331,38505108.61,31.863041,LOS
47.349621,38505140.18,31.862761,LOS
47.635288,38505171.79,31.862469,LOS
47.248848,38505197.86,31.862188,LOS
47.148445,38505229.14,31.8619,LOS
47.173107,38505261.02,31.861612,LOS
47.054573,38505293.11,31.861326,LOS
