C/NO-1 (dB-Hz),PR-1 (m),Elevation-1 (deg),output-1
51.093334,36318547.0,59.26746,LOS
51.278389,36318533.14,59.26762,LOS
51.301018,36318519.46,59.267799,LOS
50.867092,36318505.79,59.267967,LOS
51.069138,36318492.05,59.26815,LOS
51.010563,36318472.84,59.268311,LOS
51.497505,36318458.78,59.268475,LOS
51.208035,36318445.03,59.268654,LOS
51.343307,36318431.26,59.268829,LOS
51.287365,36318417.5,59.268997,LOS
51.161171,36318403.66,59.269165,LOS
51.575153,36318384.59,59.269344,LOS
51.75919,36318370.84,59.269512,LOS
51.416729,36318357.28,59.269688,LOS
51.47683,36318343.47,59.269852,LOS
51.638378,36318329.68,59.270035,LOS
51.378223,36318310.51,59.270203,LOS
51.520477,36318296.34,59.270374,LOS
51.462254,36318282.43,59.270542,LOS
51.04068,36318268.71,59.270721,LOS
50.537224,36318254.72,59.270878,LOS
50.331921,36318240.66,59.271057,LOS
49.824062,36318227.04,59.271233,LOS
49.237465,36318207.7,59.271404,MP
49.062012,36318193.66,59.271576,MP
49.096207,36318179.85,59.271748,MP
49.466843,36318165.95,59.271923,MP
49.79488,36318151.94,59.272091,LOS
49.869301,36318138.0,59.272274,LOS
50.60957,36318118.52,59.272442,LOS
50.465351,36318104.77,59.272614,LOS
50.473709,36318091.03,59.272781,LOS
50.936951,36318077.16,59.272957,LOS
51.158337,36318063.27,59.273132,LOS
51.479752,36318049.67,59.273312,LOS
51.420223,36318030.31,59.273483,LOS
51.975128,36318016.44,59.273655,LOS
51.972904,36318002.43,59.27383,LOS
52.203979,36317988.52,59.274017,LOS
52.322464,36317974.56,59.274189,LOS
51.857666,36317960.76,59.274357,LOS
51.915833,36317941.48,59.274525,LOS
52.067802,36317927.57,59.274704,LOS
52.306606,36317913.61,59.274879,LOS
51.906441,36317899.67,59.275051,LOS
51.72422,36317885.77,59.275219,LOS
51.168812,36317871.92,59.275402,LOS
50.734013,36317852.67,59.27557,LOS
50.449818,36317838.85,59.275749,LOS
50.093639,36317824.85,59.275921,LOS
50.521336,36317810.9,59.276096,LOS
50.231632,36317797.06,59.276276,LOS
49.737797,36317778.0,59.276455,LOS
50.302917,36317764.09,59.276623,LOS
50.767845,36317750.17,59.276798,LOS
50.275665,36317736.29,59.276978,LOS
50.132877,36317722.56,59.277149,LOS
50.327271,36317703.21,59.277328,LOS
49.990379,36317689.5,59.277504,LOS
50.22311,36317675.68,59.277683,LOS
50.532204,36317661.69,59.277859,LOS
50.667057,36317647.54,59.278027,LOS
51.044395,36317628.23,59.278206,LOS
51.063309,36317614.52,59.278389,LOS
50.885036,36317600.73,59.278561,LOS
50.899784,36317586.79,59.278744,LOS
50.904583,36317572.82,59.278912,LOS
51.223671,36317558.73,59.279087,LOS
51.51239,36317539.52,59.279266,LOS
51.783569,36317525.54,59.279446,LOS
51.686005,36317511.7,59.279621,LOS
51.82917,36317497.69,59.279793,LOS
51.887028,36317483.64,59.279972,LOS
51.453346,36317464.56,59.280144,LOS
51.077812,36317450.61,59.280327,LOS
51.01252,36317436.71,59.280495,LOS
50.873535,36317422.96,59.280674,LOS
50.7033,36317408.93,59.280849,LOS
50.739002,36317389.58,59.281044,LOS
50.153458,36317375.59,59.281216,LOS
50.061642,36317361.53,59.281387,LOS
49.839821,36317347.69,59.28157,LOS
49.625298,36317333.7,59.281742,LOS
49.9342,36317314.26,59.281921,LOS
49.591503,36317300.38,59.282104,LOS
49.777164,36317286.23,59.282276,LOS
50.254467,36317272.23,59.282459,LOS
50.985928,36317258.17,59.282631,LOS
51.246902,36317238.99,59.28281,LOS
51.058445,36317224.88,59.282986,LOS
51.713127,36317211.12,59.283161,LOS
51.155968,36317197.36,59.283348,LOS
51.0047,36317183.18,59.283527,LOS
50.515236,36317163.84,59.283707,LOS
49.810661,36317149.84,59.283875,LOS
49.67168,36317135.84,59.284054,LOS
49.882275,36317121.96,59.284241,LOS
49.968159,36317108.11,59.284416,LOS
50.498726,36317088.74,59.284595,LOS
50.798637,36317074.81,59.284779,LOS
50.944378,36317060.84,59.284966,LOS
50.91748,36317046.77,59.285133,LOS
50.808346,36317027.34,59.285313,LOS
51.01498,36317013.45,59.2855,LOS
51.096581,36316999.4,59.285671,LOS
50.614521,36316985.46,59.285854,LOS
50.842648,36316971.37,59.286037,LOS
50.954357,36316957.44,59.286213,LOS
51.056805,36316938.01,59.286396,LOS
51.292667,36316923.66,59.286575,LOS
51.605755,36316909.57,59.286751,LOS
51.218685,36316895.44,59.28693,LOS
51.19001,36316881.25,59.287117,LOS
51.405159,36316861.75,59.287289,LOS
51.41293,36316847.76,59.287472,LOS
51.360157,36316833.8,59.287655,LOS
51.079685,36316819.66,59.28783,LOS
51.310818,36316805.54,59.288013,LOS
51.51339,36316785.98,59.2882,LOS
51.889553,36316771.85,59.288372,LOS
51.770866,36316757.71,59.288559,LOS
51.858479,36316743.62,59.288734,LOS
51.938061,36316729.41,59.288918,LOS
51.908699,36316709.78,59.289101,LOS
51.928551,36316695.43,59.28928,LOS
52.084602,36316681.19,59.289455,LOS
51.831257,36316666.72,59.289642,LOS
51.84515,36316652.5,59.289822,LOS
52.014969,36316637.94,59.290005,LOS
51.708019,36316618.17,59.290192,LOS
51.822845,36316603.68,59.290363,LOS
51.487717,36316589.41,59.29055,LOS
51.533485,36316575.03,59.290733,LOS
51.37373,36316560.74,59.290913,LOS
51.065063,36316546.42,59.2911,LOS
51.028149,36316532.17,59.291283,LOS
50.357639,36316512.52,59.291466,LOS
49.57737,36316498.02,59.291641,LOS
49.724613,36316483.77,59.291828,LOS
49.284,36316469.33,59.292007,MP
49.200054,36316455.06,59.292194,MP
49.714676,36316440.64,59.292374,LOS
49.687153,36316421.12,59.292561,LOS
50.044899,36316406.7,59.292736,LOS
50.685818,36316392.37,59.292919,LOS
51.138729,36316378.13,59.29311,LOS
51.026749,36316363.82,59.293289,LOS
51.553734,36316344.24,59.29348,LOS
51.480186,36316329.95,59.293652,LOS
51.40889,36316315.65,59.293842,LOS
51.594639,36316301.4,59.294025,LOS
51.555946,36316287.01,59.294201,LOS
51.73251,36316272.45,59.294388,LOS
51.469879,36316252.73,59.294571,LOS
51.386372,36316237.93,59.29475,LOS
51.297077,36316223.49,59.294941,LOS
51.783504,36316209.31,59.295124,LOS
52.019955,36316195.11,59.295303,LOS
52.0284,36316180.67,59.29549,LOS
51.816669,36316160.95,59.295673,LOS
51.610046,36316146.49,59.295856,LOS
51.22361,36316132.16,59.296043,LOS
51.270851,36316117.82,59.296227,LOS
51.945313,36316103.61,59.296413,LOS
51.700363,36316083.73,59.296597,LOS
51.661381,36316069.07,59.29678,LOS
51.780041,36316054.66,59.296967,LOS
51.510323,36316040.23,59.29715,LOS
51.397404,36316025.98,59.29734,LOS
51.331207,36316011.56,59.297523,LOS
51.38102,36315991.7,59.297714,LOS
51.416546,36315977.26,59.297894,LOS
51.410664,36315962.84,59.298077,LOS
51.368454,36315948.4,59.298264,LOS
51.428204,36315933.76,59.298447,LOS
51.069702,36315919.28,59.298637,LOS
50.725986,36315899.37,59.29882,LOS
50.387489,36315884.77,59.299004,LOS
50.318996,36315870.46,59.299194,LOS
50.687634,36315856.15,59.299374,LOS
50.507946,36315841.83,59.299564,LOS
50.440914,36315822.07,59.299744,LOS
50.379681,36315807.41,59.299942,LOS
50.512638,36315792.97,59.300117,LOS
51.246372,36315778.46,59.300301,LOS
51.130337,36315764.03,59.300495,LOS
51.302868,36315744.2,59.300671,LOS
51.741211,36315729.5,59.300865,LOS
51.757866,36315715.04,59.301052,LOS
51.48193,36315700.67,59.301239,LOS
50.867146,36315686.14,59.301426,LOS
50.546371,36315671.45,59.301609,LOS
50.197136,36315651.62,59.3018,LOS
50.354313,36315636.91,59.301983,LOS
49.686741,36315622.46,59.302177,LOS
49.422386,36315607.92,59.302368,MP
49.319565,36315593.54,59.302547,MP
49.129711,36315573.7,59.302734,MP
49.3148,36315559.0,59.302921,MP
49.549679,36315544.27,59.303108,LOS
49.616722,36315529.65,59.303303,LOS
49.533478,36315515.05,59.30349,LOS
49.440105,36315500.6,59.303673,MP
49.821411,36315486.1,59.303864,LOS
50.126469,36315466.06,59.30405,LOS
50.066833,36315451.71,59.304237,LOS
50.419987,36315437.12,59.30442,LOS
50.95248,36315422.71,59.304615,LOS
50.82439,36315408.15,59.304798,LOS
50.938053,36315388.24,59.304993,LOS
50.942947,36315373.95,59.30518,LOS
51.289211,36315359.28,59.305363,LOS
51.16169,36315344.63,59.305557,LOS
51.087128,36315329.94,59.305748,LOS
50.964134,36315310.06,59.305935,LOS
51.196068,36315295.46,59.306122,LOS
51.279636,36315280.98,59.306305,LOS
50.820801,36315266.34,59.306503,LOS
50.692989,36315251.82,59.306694,LOS
50.590061,36315231.91,59.306877,LOS
50.79406,36315217.43,59.307072,LOS
50.854446,36315202.8,59.307259,LOS
50.593163,36315188.48,59.307446,LOS
50.452774,36315174.1,59.30764,LOS
50.902565,36315154.16,59.307827,LOS
51.224022,36315139.43,59.308014,LOS
51.51646,36315124.81,59.308205,LOS
51.738701,36315110.23,59.308399,LOS
51.834423,36315095.85,59.30859,LOS
51.944965,36315075.8,59.308777,LOS
52.120129,36315061.16,59.308964,LOS
51.551838,36315046.37,59.309158,LOS
51.509445,36315031.7,59.309345,LOS
51.831524,36315017.15,59.309544,LOS
51.945175,36314997.11,59.309731,LOS
51.956593,36314982.53,59.309917,LOS
51.82917,36314968.02,59.310112,LOS
51.666245,36314953.51,59.310299,LOS
51.674164,36314938.87,59.310486,LOS
51.920574,36314918.91,59.310688,LOS
51.785168,36314904.44,59.310871,LOS
51.518093,36314890.0,59.311066,LOS
51.529018,36314875.47,59.311249,LOS
51.860645,36314861.11,59.311443,LOS
51.804737,36314841.33,59.311634,LOS
52.063824,36314827.0,59.311832,LOS
52.01862,36314812.7,59.312016,LOS
51.981606,36314798.39,59.312206,LOS
51.907604,36314778.68,59.312405,LOS
51.865463,36314764.45,59.312607,LOS
51.936615,36314749.78,59.31279,LOS
51.71339,36314735.34,59.312981,LOS
51.725338,36314715.47,59.313175,LOS
51.660477,36314700.86,59.313366,LOS
51.17815,36314686.19,59.31356,LOS
50.889931,36314671.94,59.313763,LOS
50.588741,36314651.92,59.313946,LOS
50.653065,36314637.45,59.31414,LOS
50.262104,36314623.19,59.314335,LOS
50.134758,36314608.66,59.314522,LOS
50.383511,36314588.92,59.314709,LOS
49.940296,36314574.26,59.314899,LOS
49.829666,36314559.64,59.315098,LOS
49.410492,36314545.13,59.315292,MP
49.522682,36314530.28,59.315479,LOS
49.9585,36314510.43,59.315681,LOS
50.108337,36314495.81,59.315868,LOS
50.6087,36314481.43,59.316059,LOS
51.074917,36314466.82,59.316257,LOS
50.905567,36314446.98,59.316441,LOS
51.696571,36314432.3,59.316643,LOS
51.502754,36314417.65,59.31683,LOS
51.681904,36314403.16,59.317028,LOS
51.365482,36314383.29,59.31723,LOS
51.241364,36314368.56,59.317417,LOS
51.301674,36314354.05,59.317612,LOS
50.731228,36314339.19,59.317806,LOS
50.300442,36314324.46,59.318001,LOS
50.139206,36314304.34,59.318199,LOS
50.161339,36314289.64,59.31839,LOS
50.364445,36314274.98,59.318588,LOS
50.025936,36314260.2,59.318787,LOS
49.678375,36314240.06,59.318974,LOS
49.87077,36314225.44,59.319168,LOS
49.535561,36314210.96,59.319366,LOS
49.628159,36314196.31,59.319557,LOS
49.840805,36314181.47,59.319756,LOS
50.177231,36314161.52,59.31995,LOS
49.703762,36314146.74,59.320145,LOS
50.314121,36314132.11,59.320339,LOS
50.536774,36314117.64,59.320526,LOS
50.689091,36314097.67,59.320732,LOS
50.430756,36314083.07,59.320927,LOS
50.468761,36314068.49,59.321114,LOS
50.686752,36314053.6,59.321312,LOS
51.565887,36314033.49,59.321518,LOS
51.541233,36314018.93,59.321716,LOS
51.408646,36314004.23,59.321903,LOS
51.620945,36313989.4,59.322102,LOS
52.225948,36313974.66,59.322296,LOS
51.922977,36313954.38,59.322495,LOS
52.004238,36313939.65,59.322693,LOS
52.133739,36313925.0,59.322884,LOS
51.922703,36313910.35,59.323082,LOS
51.910141,36313890.09,59.323273,LOS
51.768806,36313875.37,59.323479,LOS
51.291355,36313860.68,59.323669,LOS
51.359852,36313846.0,59.323868,LOS
51.881168,36313826.01,59.324059,LOS
52.206985,36313811.42,59.324261,LOS
52.204418,36313796.9,59.324463,LOS
52.032837,36313781.93,59.324661,LOS
51.891941,36313767.01,59.32486,LOS
51.908768,36313746.71,59.325054,LOS
51.43103,36313731.83,59.325253,LOS
51.219566,36313717.19,59.325451,LOS
51.267178,36313702.37,59.325642,LOS
51.878853,36313682.28,59.32584,LOS
51.561199,36313667.62,59.326038,LOS
51.905273,36313652.92,59.326229,LOS
51.835499,36313638.1,59.326439,LOS
52.127251,36313617.86,59.326626,LOS
52.057228,36313603.01,59.326828,LOS
52.203098,36313588.03,59.32703,LOS
51.880692,36313572.91,59.327221,LOS
52.304279,36313558.15,59.327423,LOS
52.185398,36313538.16,59.327618,LOS
51.77153,36313523.06,59.327816,LOS
51.699318,36313508.3,59.328022,LOS
51.447727,36313493.38,59.32822,LOS
51.618763,36313478.36,59.328415,LOS
52.076195,36313457.89,59.328625,LOS
51.363911,36313442.94,59.328812,LOS
51.570267,36313427.82,59.329018,LOS
51.508007,36313412.81,59.329216,LOS
51.449268,36313397.61,59.329414,LOS
51.495762,36313377.21,59.329609,LOS
50.968063,36313362.36,59.329807,LOS
50.755169,36313347.24,59.330009,LOS
50.404316,36313332.33,59.330212,LOS
50.404266,36313317.41,59.33041,LOS
50.709248,36313297.33,59.330616,LOS
50.437771,36313282.45,59.330811,LOS
50.227558,36313267.84,59.331005,LOS
50.315506,36313252.82,59.331211,LOS
50.323299,36313232.64,59.331406,LOS
50.399933,36313217.44,59.331604,LOS
50.633881,36313202.41,59.33181,LOS
50.596878,36313187.42,59.332008,LOS
50.639427,36313167.17,59.332199,LOS
51.057766,36313152.16,59.332409,LOS
50.93058,36313137.14,59.332611,LOS
51.481617,36313121.71,59.332809,LOS
51.181808,36313106.51,59.333015,LOS
51.071346,36313086.21,59.333214,LOS
51.036518,36313071.23,59.333416,LOS
51.01778,36313056.41,59.333618,LOS
50.806049,36313041.39,59.333813,LOS
50.703457,36313026.35,59.334019,LOS
50.204441,36313005.81,59.334213,LOS
49.941174,36312990.73,59.334412,LOS
49.36763,36312975.75,59.334625,MP
49.041573,36312960.67,59.334816,MP
49.066154,36312945.77,59.335022,MP
49.305321,36312925.65,59.33522,MP
49.815819,36312910.55,59.335423,LOS
50.243317,36312895.34,59.335629,LOS
50.44598,36312880.27,59.335827,LOS
50.636345,36312859.94,59.336025,LOS
50.561291,36312844.78,59.336239,LOS
51.118809,36312829.58,59.336433,LOS
50.94978,36312814.35,59.336643,LOS
50.913322,36312799.47,59.336838,LOS
50.691742,36312779.17,59.33704,LOS
50.486897,36312763.97,59.33725,LOS
50.475887,36312748.87,59.337452,LOS
50.852669,36312733.85,59.337658,LOS
50.515633,36312713.18,59.337856,LOS
50.619637,36312697.89,59.338055,LOS
49.912521,36312682.88,59.338261,LOS
49.969616,36312667.54,59.338463,LOS
49.167381,36312652.21,59.338661,MP
49.289833,36312631.56,59.338867,MP
48.721096,36312616.42,59.339069,MP
48.602772,36312601.21,59.339272,MP
49.130993,36312586.03,59.339478,MP
49.62722,36312570.87,59.339687,LOS
49.861275,36312550.29,59.339893,LOS
50.416515,36312534.72,59.340092,LOS
50.5924,36312519.41,59.340286,LOS
51.026131,36312504.18,59.340492,LOS
51.417587,36312488.93,59.340702,LOS
51.459099,36312468.42,59.3409,LOS
51.608315,36312453.37,59.341106,LOS
51.341076,36312438.13,59.341309,LOS
50.893955,36312423.03,59.341522,LOS
50.36792,36312407.64,59.341728,LOS
50.069859,36312387.05,59.341923,LOS
50.303535,36312371.81,59.34214,LOS
50.194763,36312356.53,59.342331,LOS
50.633827,36312341.44,59.342541,LOS
50.466934,36312320.91,59.342747,LOS
50.002598,36312305.77,59.342957,LOS
50.186916,36312290.46,59.343159,LOS
50.053577,36312275.28,59.343369,LOS
50.278744,36312259.86,59.343559,LOS
50.033546,36312239.33,59.343773,LOS
50.457211,36312223.8,59.343967,LOS
50.239418,36312208.51,59.344181,LOS
50.098503,36312193.11,59.344383,LOS
49.976334,36312177.98,59.344589,LOS
50.162907,36312157.13,59.344803,LOS
50.179039,36312141.88,59.345001,LOS
50.215916,36312126.42,59.345207,LOS
50.239231,36312111.04,59.345421,LOS
50.231117,36312095.92,59.345612,LOS
49.844627,36312075.29,59.345825,LOS
50.233131,36312059.83,59.346035,LOS
50.183208,36312044.73,59.346233,LOS
50.335995,36312029.39,59.346447,LOS
50.372807,36312008.51,59.346657,LOS
49.999752,36311993.08,59.346855,LOS
49.840164,36311977.59,59.347069,LOS
50.073338,36311962.24,59.347271,LOS
49.808998,36311947.1,59.347477,LOS
50.275242,36311926.29,59.347683,LOS
50.306683,36311910.99,59.347897,LOS
50.124226,36311895.67,59.348099,LOS
49.937927,36311880.45,59.348305,LOS
50.552464,36311865.03,59.348515,LOS
50.497681,36311844.39,59.348732,LOS
50.639683,36311828.97,59.348927,LOS
50.742947,36311813.75,59.34914,LOS
50.843079,36311798.45,59.349354,LOS
51.222557,36311777.59,59.349556,LOS
50.866604,36311762.0,59.349762,LOS
51.455757,36311746.68,59.349964,LOS
51.33181,36311731.2,59.350178,LOS
51.532982,36311715.64,59.350384,LOS
51.820763,36311694.68,59.350594,LOS
51.512829,36311679.38,59.3508,LOS
51.417648,36311663.76,59.351006,LOS
51.494076,36311648.19,59.351223,LOS
51.520412,36311632.67,59.351429,LOS
51.55291,36311617.21,59.351631,LOS
51.606846,36311596.31,59.351845,LOS
51.632515,36311580.51,59.352051,LOS
51.43626,36311564.94,59.352268,LOS
51.635155,36311549.24,59.35247,LOS
51.491829,36311533.72,59.352676,LOS
51.559113,36311512.76,59.35289,LOS
51.451862,36311497.16,59.353104,LOS
51.420589,36311481.71,59.353306,LOS
51.286415,36311466.24,59.353516,LOS
51.390697,36311450.7,59.353725,LOS
51.035618,36311430.1,59.353935,LOS
51.473042,36311414.66,59.354137,LOS
51.220737,36311399.07,59.354355,LOS
50.945095,36311383.49,59.354568,LOS
50.709717,36311367.85,59.354771,LOS
50.54607,36311346.68,59.354977,LOS
50.262905,36311331.18,59.355198,LOS
50.117004,36311315.5,59.3554,LOS
49.956913,36311299.91,59.355614,LOS
49.567757,36311284.23,59.35582,LOS
49.711258,36311263.17,59.356037,LOS
49.965599,36311247.48,59.356239,LOS
50.151062,36311231.7,59.356453,LOS
49.583683,36311216.1,59.356674,LOS
49.692585,36311200.26,59.356876,LOS
49.859379,36311184.64,59.357082,LOS
49.97974,36311163.75,59.357296,LOS
50.30711,36311148.42,59.357513,LOS
50.224842,36311133.07,59.357712,LOS
49.447639,36311117.61,59.357929,MP
49.631882,36311096.74,59.358135,LOS
50.018784,36311081.41,59.358353,LOS
50.006828,36311066.04,59.358566,LOS
49.971382,36311050.36,59.358776,LOS
49.422737,36311029.36,59.35899,MP
49.384632,36311013.97,59.3592,MP
48.884731,36310998.23,59.359413,MP
49.358078,36310982.65,59.359627,MP
49.916225,36310967.12,59.359837,LOS
50.484661,36310946.23,59.36005,LOS
50.491219,36310930.71,59.360256,LOS
50.51194,36310915.16,59.360485,LOS
50.501915,36310899.63,59.360683,LOS
50.796719,36310878.67,59.360889,LOS
51.189369,36310863.18,59.361111,LOS
51.092251,36310847.46,59.361324,LOS
51.524746,36310831.77,59.36153,LOS
51.609531,36310815.89,59.361748,LOS
51.936199,36310794.86,59.361958,LOS
51.60358,36310779.09,59.362171,LOS
51.618183,36310763.49,59.362373,LOS
51.214878,36310747.85,59.362595,LOS
50.879337,36310732.28,59.362812,LOS
50.625111,36310711.41,59.363026,LOS
50.326508,36310695.59,59.363243,LOS
50.323345,36310679.87,59.363453,LOS
50.18924,36310664.31,59.363667,LOS
49.578545,36310648.59,59.36388,LOS
49.353077,36310627.51,59.364098,MP
49.520287,36310611.62,59.364304,LOS
49.844799,36310595.95,59.364521,LOS
50.448833,36310579.93,59.364738,LOS
50.830345,36310564.11,59.364948,LOS
51.075031,36310543.05,59.365162,LOS
51.391914,36310527.38,59.365376,LOS
51.367241,36310511.68,59.365597,LOS
51.679626,36310496.1,59.365803,LOS
51.878376,36310475.13,59.366016,LOS
51.563038,36310459.3,59.366238,LOS
51.39222,36310443.53,59.366444,LOS
51.744904,36310427.83,59.366665,LOS
51.882122,36310412.24,59.366879,LOS
51.983276,36310391.08,59.367092,LOS
51.889141,36310375.19,59.36731,LOS
52.049294,36310359.5,59.367519,LOS
51.854416,36310343.56,59.367737,LOS
51.604412,36310327.72,59.36795,LOS
51.092194,36310306.47,59.368168,LOS
50.960102,36310290.73,59.368389,LOS
51.254044,36310274.9,59.368595,LOS
51.28326,36310259.14,59.368816,LOS
51.523804,36310243.23,59.36903,LOS
51.652256,36310222.23,59.369247,LOS
51.701408,36310206.57,59.369461,LOS
51.678062,36310190.75,59.369671,LOS
51.984116,36310175.01,59.3699,LOS
51.451862,36310153.93,59.370117,LOS
51.561958,36310138.59,59.370327,LOS
51.433739,36310122.67,59.370541,LOS
51.768143,36310106.81,59.370758,LOS
51.682163,36310091.14,59.370975,LOS
51.882187,36310070.29,59.371185,LOS
51.228954,36310054.59,59.371399,LOS
51.266998,36310038.83,59.371624,LOS
51.125172,36310023.02,59.371838,LOS
51.79718,36310001.81,59.372059,LOS
51.56665,36309986.0,59.372272,LOS
51.375977,36309970.21,59.372498,LOS
51.093616,36309954.41,59.372711,LOS
50.455189,36309933.04,59.372929,LOS
50.138519,36309917.24,59.373146,LOS
50.180428,36309901.19,59.373352,LOS
50.370144,36309885.17,59.373569,LOS
50.364105,36309869.06,59.373798,LOS
50.513088,36309847.71,59.374012,LOS
50.508396,36309831.7,59.374237,LOS
50.715099,36309815.46,59.374443,LOS
50.92334,36309799.33,59.374672,LOS
50.92844,36309783.57,59.374882,LOS
50.604721,36309767.68,59.375099,LOS
50.750317,36309746.35,59.375313,LOS
50.681507,36309730.27,59.375538,LOS
50.047279,36309714.22,59.375759,LOS
50.258659,36309698.39,59.375973,LOS
49.104851,36309682.31,59.376198,MP
49.205219,36309661.08,59.376423,MP
49.464043,36309645.04,59.376637,MP
49.529995,36309629.28,59.376858,LOS
49.747952,36309613.35,59.377068,LOS
49.923958,36309591.84,59.377285,LOS
50.062996,36309575.76,59.377506,LOS
50.249947,36309559.8,59.377724,LOS
50.777431,36309543.87,59.377945,LOS
50.435711,36309527.93,59.37817,LOS
51.188206,36309506.53,59.37838,LOS
51.108566,36309490.38,59.378597,LOS
51.148983,36309474.24,59.378822,LOS
51.188263,36309458.16,59.379044,LOS
51.684311,36309442.06,59.379269,LOS
51.867363,36309425.73,59.379486,LOS
51.863903,36309404.11,59.379704,LOS
51.605118,36309387.97,59.379925,LOS
51.553608,36309372.1,59.380131,LOS
51.541672,36309356.01,59.38036,LOS
51.646893,36309334.81,59.380581,LOS
51.278923,36309318.57,59.380798,LOS
51.368938,36309302.73,59.38102,LOS
51.263329,36309286.65,59.381241,LOS
50.850296,36309270.77,59.38147,LOS
50.557556,36309249.25,59.381687,LOS
50.220539,36309233.11,59.381897,LOS
50.052406,36309216.9,59.382122,LOS
49.526356,36309200.8,59.382343,LOS
49.387112,36309184.53,59.382565,MP
49.532837,36309168.57,59.382793,LOS
49.651325,36309146.99,59.383003,LOS
50.084431,36309131.13,59.383232,LOS
50.053173,36309115.27,59.383453,LOS
50.292454,36309099.06,59.383675,LOS
50.749001,36309077.71,59.383896,LOS
50.385014,36309061.94,59.384125,LOS
50.499523,36309045.79,59.384342,LOS
50.722946,36309029.75,59.384563,LOS
50.44342,36309008.35,59.384785,LOS
50.053848,36308992.26,59.385002,LOS
50.102371,36308976.22,59.385231,LOS
50.095413,36308960.4,59.385452,LOS
50.063087,36308944.35,59.385674,LOS
50.385113,36308923.02,59.385891,LOS
50.506748,36308907.13,59.386127,LOS
50.764992,36308891.01,59.386345,LOS
50.920437,36308874.67,59.386555,LOS
50.582142,36308853.05,59.386787,LOS
50.673992,36308836.62,59.387005,LOS
50.877274,36308820.49,59.387238,LOS
51.054211,36308804.38,59.387451,LOS
50.98687,36308788.14,59.387676,LOS
51.250206,36308766.59,59.387897,LOS
51.643085,36308750.43,59.388126,LOS
52.06702,36308734.37,59.388344,LOS
52.169518,36308718.55,59.388565,LOS
51.63406,36308697.07,59.388783,LOS
51.146622,36308680.95,59.389015,LOS
51.059914,36308664.87,59.38924,LOS
51.072025,36308648.84,59.389462,LOS
51.21283,36308632.54,59.38969,LOS
50.983761,36308610.84,59.389915,LOS
50.83131,36308594.79,59.390133,LOS
51.033146,36308578.61,59.39035,LOS
51.21172,36308562.34,59.390579,LOS
51.055168,36308546.04,59.390804,LOS
50.79821,36308524.56,59.391026,LOS
51.138901,36308508.34,59.391254,LOS
51.268955,36308491.95,59.391472,LOS
51.683075,36308476.0,59.391697,LOS
51.399235,36308454.77,59.39193,LOS
51.354713,36308438.54,59.392159,LOS
51.084457,36308422.4,59.39238,LOS
50.98687,36308406.21,59.392605,LOS
51.068401,36308384.57,59.392822,LOS
50.607121,36308368.34,59.393051,LOS
51.144489,36308352.09,59.393276,LOS
50.601563,36308336.05,59.393505,LOS
50.257622,36308320.0,59.393726,LOS
50.226151,36308298.47,59.393951,LOS
49.916008,36308282.15,59.39418,LOS
50.446865,36308265.88,59.394413,LOS
50.931183,36308249.76,59.39463,LOS
50.826859,36308228.11,59.394859,LOS
50.793365,36308212.04,59.395077,LOS
50.841732,36308195.79,59.395306,LOS
50.277748,36308179.61,59.395531,LOS
49.888687,36308158.03,59.395763,LOS
49.567436,36308141.77,59.395981,LOS
49.692795,36308125.62,59.396206,LOS
49.364548,36308109.41,59.396439,MP
49.354,36308092.94,59.396664,MP
49.455856,36308071.38,59.396889,MP
49.315372,36308055.18,59.397114,MP
49.450626,36308038.79,59.397346,MP
49.492355,36308022.62,59.397575,MP
48.970886,36308006.31,59.3978,MP
49.619171,36307984.67,59.398029,LOS
49.97324,36307968.33,59.398251,LOS
49.990559,36307952.12,59.398487,LOS
50.032112,36307935.79,59.398705,LOS
50.014721,36307914.21,59.398937,LOS
49.907028,36307897.74,59.399158,LOS
49.865246,36307881.26,59.399391,LOS
49.610283,36307864.82,59.399612,LOS
49.500652,36307848.49,59.399845,LOS
49.165279,36307826.78,59.40007,MP
49.34148,36307810.59,59.400299,MP
49.788513,36307794.2,59.400532,LOS
49.405315,36307777.92,59.400761,MP
49.515102,36307756.21,59.40099,LOS
49.566872,36307739.67,59.401211,LOS
50.150188,36307723.21,59.40144,LOS
49.985989,36307706.97,59.401669,LOS
50.207283,36307684.81,59.401897,LOS
49.692173,36307668.58,59.40213,LOS
49.731472,36307652.06,59.402351,LOS
49.539967,36307635.95,59.402576,LOS
48.973919,36307619.73,59.402809,MP
48.663204,36307597.89,59.403042,MP
48.934593,36307581.66,59.403275,MP
48.176136,36307565.45,59.4035,MP
47.906693,36307549.04,59.403732,MP
48.201275,36307527.13,59.403961,MP
48.492474,36307510.91,59.404198,MP
48.930222,36307494.61,59.404419,MP
49.057766,36307477.89,59.404652,MP
49.196972,36307461.58,59.404881,MP
49.640732,36307439.91,59.405106,LOS
49.465187,36307423.69,59.405342,MP
50.100689,36307407.02,59.405563,LOS
49.583076,36307390.67,59.405796,LOS
49.588829,36307368.47,59.406029,LOS
50.005047,36307352.0,59.406254,LOS
49.697529,36307335.59,59.40649,LOS
49.741863,36307319.09,59.406712,LOS
49.457745,36307297.23,59.406948,MP
49.469448,36307280.62,59.407177,MP
50.027054,36307263.79,59.407398,LOS
50.255264,36307247.14,59.407639,LOS
